StAX processor created successfully
Starting file processing
Editors:
Олекминская улица - 1
ГБУЗ Медицинский �?нформационно-Аналитический Центр - 1
Сибирский центр ГУ Н�?Ц «Планета» - 1
Столовая НГАУ - 1
Пихтовый гребень - 1
ПСК Берёзка - 1
1-я Садовая улица - 1
8 км а/д «Н-3201» — Золотая Грива - 1
Филимониха - 1
Колтура - 1
Купинская нефтебаза - 1
улица Скрябина - 1
Борвиха Hotel&Spa - 1
Детский сад №300 "Рябинушка" - 1
Центр занятости - 1
Куйбышевский сельскохозяйственный техникум - 1
ПГК "Монолит-2" - 1
Берёзовский сельсовет - 1
garage - 1
ОАО «Новосибирский институт программных систем» - 1
Фламинго - 1
оз. Ситниково - 1
Дентал-сервис - 1
Сибполимертара - 1
Beerman - 1
Рекордный переулок - 1
Ключиковский родник - 1
krutiha - 1
Черепановское ДРСУ - 1
Половинский сельсовет - 1
банк Левобережный - 1
2-я Окинская улица - 1
Рельсовая улица - 1
Бакмасиха - 1
Детский сад № 429 «Теремок» - 1
ОАО «Юнимилк» - 1
Линева - 1
Таганово - 1
Хинганская улица - 1
Автомойка с автосервисом - 1
Бацуля Филипп Павлович - 1
173 км - 1
8-й Порт-Артурский переулок - 1
улица Чигорина - 1
улица Миронова - 1
Районная - 1
Экспоцентр - 1
ЛДС Энергия - 1
Подъезд к Сокольникам - 1
Парк "С" - 1
ТЦ "Гермес" - 1
Романовский сельсовет - 1
Шишино - 1
санаторий "Приморье" (бывший) - 1
оз. Орлово - 1
Светофор - 1
Зимушка - 1
Аэродром Северное - 1
Осинники - 1
Перекрёсток Ойл - 1
Варламово - 1
болото Кочковатое - 1
Хабаровский переулок - 1
Клязьминская улица - 1
МКП ПАТС - 1
Патриот авто - 1
Мухино - 1
1-й Тихвинский переулок - 1
Скакальная - 1
Детский сад №488 "Лебедушка" - 1
СНТ «�?ней-1» - 1
41 км а/д «Н-1009» — Хорошее - 1
Синема парк - 1
Тарасовский остров - 1
Магазин "Молодежный" - 1
Дария - 1
SsongYong - 1
27 км - 1
3-й Бийский переулок - 1
Свежее пиво - 1
Общежитие ФМШ №1 - 1
север - 1
Сибирская Академия Финансов и Банковского Дела - 1
Общежитие ФМШ №2 - 1
Нижняя Омка — Киршовка - 1
�?золяторная улица - 1
Усть-Тарка — Татарск - 1
Краснозёрский Пивкомбинат - 1
ул. Родники - 1
Преображенский собор - 1
бол. Ботяково - 1
улица Клименко - 1
Актюбинский переулок - 1
Гэсстроевская улица - 1
супермаркет - 1
Теренино - 1
Лежневский - 1
Линза, оптический салон - 1
Новотроицк — Воскресенка - 1
Продсиб "Дом продуктов" - 1
Пензенский - 1
Абышево — Берёзово - 1
Клещиха - 1
Дом культуры Октябрьской революции - 1
СТО "Британия" - 1
3-й переулок Успенского - 1
Барсуково - 1
Памятник �?. А. Крылову - 1
7-й Чукотский переулок - 1
Витязь - 1
Боевой переулок - 1
Сбербанк России - 1
развалины производственных помещений молокозавода - 1
Дом Ученых СО РАСХН - 1
Г�?БДД Мошковского района - 1
Новосибирский Аэрокосмический лицей им. Ю.В. Кондратюка - 1
Электрозаводской проезд - 1
переулок Чайкиной - 1
Дом спорта СГУПС - 1
2-й Вертковский переулок - 1
Средняя Школа №13 - 1
Казаткульский сельсовет - 1
Вятка - 1
Малая Тальменка - 1
Holiday Classic - 1
120 км а/д «К-17р» — Камень-на-Оби (в границах НСО) - 1
Юниаструм Банк - 1
переулок Льва Толстого - 1
Камышитовая улица - 1
Бол. Долгое - 1
Анна - 1
Администрация Черепановского района - 1
улица Дегтярёва - 1
Белая аптека - 1
Детский сад №509 - 1
Кисловодская улица - 1
Современная гуманитарная академия - 1
Автобус 36э - 1
2-я Харьковская улица - 1
Детский сад №507 - 1
Д'Артаньян - 1
Детский сад №508 - 1
Детский сад №502 - 1
Волчья сопка - 1
Администрация Заельцовского района - 1
Старый Кошкуль - 1
сосновка - 1
оз. Хомутиное - 1
Спортивный зал - 1
Верх-Балта - 1
улица Находка - 1
прокуратура - 1
Сиеста - 1
Стенд для измерения колеи - 1
Городской пляж - 1
Юрга-II - 1
Строийматериалы - 1
Эл-Март - 1
10-я улица - 1
«Светлячок» - 1
Казанак - 1
бол. Гнедково - 1
улица Крашенинникова - 1
Лесоперевалочный переулок - 1
урочище Назаровское - 1
Детский сад №333 "Теремок" - 1
Чулым — Ужаниха — Базово - 1
Специальная школа № 5 - 1
листвиница - 1
Марчиха - 1
Малоичское нефтяное месторождение - 1
Свежее мясо - 1
станционно-ояшенская амбулатория - 1
Буньково - 1
озеро Святое - 1
Антилопа - 1
Зебры - 1
Nati - 1
Саянская улица - 1
Туристическая трасса - 1
Паровоз-памятник ФД21-3000 - 1
Корпус 6 - 1
�?ноземная улица - 1
Экспресс - 1
Детский Клуб "Романтик" - 1
ROMIKA - 1
Дядя Денер - 1
СибНХБ - 1
Caffe Primo - 1
Selective Professional - 1
TP1422 - 1
улица Кривоносова - 1
Участковый пункт №5 - 1
Детский сад № 421  имени Ровбеля - 1
СНТ «Семицвет» - 1
Ум - 1
Яхт-клуб "Наука" - 1
СРК Новососедово - 1
Топки - 1
остров Кораблик - 1
20-я улица - 1
Синема Парк - 1
СНТ Лето - 1
Детский сад №275 "Миша" - 1
центр Сибирь-Хоккайдо - 1
улица 303-й Дивизии - 1
Памятник воину-победителю в ВОВ - 1
озеро Тармакуль - 1
Эконива Сибирь - 1
Семейный психологический центр - 1
Профессиональное училище №7 - 1
Дружинино - 1
подъезд к Барлакскому - 1
Профессиональное училище №1 - 1
Детский сад №171 "Черничка" - 1
Красный переулок - 1
снт Ветеран - 1
Районная больница - 1
8-й Бронный переулок - 1
Сибирская академия государственной службы - 1
Промышленная - 1
Гостевой Дом - 1
Немировича-Данченко, 139 - 1
Протока - 1
Новосибирск-Лада - 1
Общежитие ПУ-7 - 1
Ургуль - 1
Fix Price - 1
Детский сад №112 "Радуга" - 1
переулок Черняховского - 1
улица Брюллова - 1
Арктическая улица - 1
Бумага - 1
улица Багратиона - 1
Участковый пункт полиции №10 - 1
Детский сад №21 "Родничок" - 1
Холлидей Классик - 1
Сузунская - 1
54 км а/д «М-52» — Завьялово — Факел Революции - 1
На Сеятеле - 1
Физиотерапевтеческий корпус - 1
Краевая улица - 1
Бонсай-сад - 1
улица Рылеева - 1
Добринка - 1
Оловозавод - 1
Зеленая Роща - 1
3-й переулок Крашенинникова - 1
Корпус Г и Д - 1
2-й Рабочий переулок - 1
Оловозаводская - 1
"Президент" стоматологическая клиника - 1
Камышево - 1
Лас-Вегас - 1
Татарский сельсовет - 1
Детский сад №25 "Снегурочка" - 1
Д/С № 3 "Солнышко" - 1
Дёнер - 1
Белоярка - 1
Хвойная улица - 1
Дом в котором я живу - 1
Детский сад №86 «Ёлочка» - 1
оз. Павловка - 1
Зенит - 1
Мемориал памяти павших в ВОВ - 1
12-й Бронный переулок - 1
Нарымский сквер - 1
Каратканск - 1
Верх-Ачино - 1
Казарма 45 км - 1
Остановочная Платформа 3277 км - 1
Аэродром Барабинск - 1
улица 1-я Ельцовка - 1
улица Григоровича - 1
Тихий посёлок - 1
ТСК - 1
Лесная - 1
Хим.завод - 1
3-й переулок Танкистов - 1
Детский сад №135 "Речецветик" - 1
Мозаика - 1
Хот-доги - 1
Центр Гигиены и Эпидемиологии НСО - 1
17 магазин - 1
Турнаево - 1
1-й Рекордный переулок - 1
Гидромет - 1
Мирское - 1
2-я Красноармейская улица - 1
22 км - 1
Золоторожская улица - 1
улица Никишкиной - 1
Памятник морякам - 1
Магазин Пятачок - 1
Маршрутное такси №1223 - 1
Столовая ННЗХК - 1
5-й �?нюшенский переулок - 1
Сокольнический переулок - 1
Лечебно-исправительное учреждение № 10 - 1
Медтранс-1 - 1
Смирновский - 1
тополёк - 1
Муниципальная №201 - 1
озеро Чаган - 1
Academ Remix - 1
2-я Пихтовая улица - 1
ДК Чкалова - 1
Теплицы - 1
Набиев, имидж-студия - 1
ур. Барышево - 1
Храм успения пресвятой богородицы - 1
Уличные тренажёры - 1
Лебяжинский - 1
Остановочная Платформа 3001 км - 1
Стаарая база алика тульского - 1
Детская бальница - 1
ул. Геодезическая - 1
Кинза - 1
Бассеин - 1
Листвянский - 1
585 Золото - 1
Сельскохозяйственный переулок - 1
1-й Петропавловский переулок - 1
Царская - 1
Клиника Н�?�? физиологии СО РАМН - 1
<< п."Смоленский" - с."Ярское" >> - 1
Bizzarro - 1
Камышенка - 1
Фильтровально-насосная станция №1 - 1
САУ �?СУ-152 - 1
Меньшиково - 1
<== Каменка - Мотково==> - 1
Звероферма - 1
Родькино - 1
Форпост-Каргат - 1
"У Шмакова" - 1
Детский сад №445 "Ромашка" - 1
8-й Магистральный переулок - 1
2-й Порядковый переулок - 1
ЦТП-кл08/1 - 1
Церковь Евангельских-Христиан Баптистов "Благовестие" - 1
Амбулаторный переулок - 1
Детский сад №242 "Елочка" - 1
Магазин товаров для детей "Жирафа" - 1
Почта России 633231 - 1
Детский сад №57 "Чебурашка" - 1
2-й Воинский проезд - 1
Детская стоматология "Дентал-Сервис" - 1
Вербная улица - 1
Динамика - 1
Мемориал памяти ВОВ - 1
2-я Пойменная улица - 1
Клуб ЧЗСМ - 1
Гнедухино - 1
3-й Электронный переулок - 1
улица Космодемьянской - 1
Брянская улица - 1
Почта России 633227 - 1
Оазис (Абрашинский Карьер) - 1
Культурная улица - 1
�?скуственный водопад - 1
Ровенский - 1
Озеро-Карьер - 1
Детский сад №1 "Ромашка" - 1
Болдырева Листвянка - 1
Демидовка - 1
Собинбанк - 1
Жилой дом ТСЖ "Устой-8" - 1
Элинг пирса С�?БГУТ�? - 1
Орехово-Логовской сельсовет - 1
Дементьева - 1
Подстанция «Учительская» - 1
Турбокомпрессорная станция �?ТПМ СО РАН - 1
Д/С № 5 "Улыбка" - 1
Копьево - 1
3-й Красногорский переулок - 1
улица Шолкина - 1
Зеленый Луг - 1
р.Чулым - 1
Сестрорецкая улица - 1
CRONA hotel &spa - 1
Малое Минзелинске озеро - 1
Бердский электромеханический завод (БЭМЗ) - 1
улица Ушинского - 1
Крепёж �?нструмент - 1
Старощербаково - 1
2-й переулок Панфиловцев - 1
Фильтровально-насосная станция №3 - 1
ПС Кемеровская - ПС Юрга - 1
ТЦ Фараон - 1
общежитие Бердского политехнического техникума - 1
Комхоз - 1
ГСК Дорожник - 1
Автобус 111э Автовокзал - Аэропорт Толмачево - 1
1-я �?звестковая улица - 1
TP13321 - 1
Пруд - 1
Санаторий "Ревиталь парк" - 1
база отстоя пассажирских вагонов ЛВЧД-7 - 1
Хлебокомбинат РАЙПО - 1
Филиал барнаульского юридического института - 1
улица Копейкина - 1
Оптика - 1
Panasonic - 1
Новоалександровская улица - 1
Новосёлов - 1
Копкуль - 1
Банк Левобережный ОАО - 1
Железная дорога - 1
Черепановский пиввинкомбинат - 1
Демидо-Карповское - 1
озеро Пигуль - 1
Новоспасск - 1
�?дель - 1
СНТ «Железнодорожник» - 1
оз. Волчье - 1
Детский сад №487 "Полянка" - 1
Туберкулезный диспансер - 1
5-й переулок Серафимовича - 1
Сердолик - 1
Легендарная улица - 1
Магазин цветов "Точка" - 1
Полянка - 1
2-й переулок Римского-Корсакова - 1
Доктор Вет - 1
Телега - 1
Еловочка - 1
Кавказский переулок - 1
Рынок "Хилокский" - 1
Полевая дорога от Перебора до Маслянино - 1
Ветклиника - 1
Калтайский заказник - 1
Бол. Толстуха - 1
Вознесенский кафедральный собор - 1
Третьяковский - 1
Стройка отеля SKYEXPO - 1
вдхр - 1
TP13314 - 1
Центральная детская библиотека - 1
остров Елобогач - 1
TP13317 - 1
Уютная - 1
АЗС Аргумент - 1
улица Портянко - 1
Джартаргуль - 1
Новосибирский сельский строительный комбинат - 1
Старая Преображенка - 1
улица Ларионова - 1
АвтоКорея - 1
Средний Алеус - 1
Зональный - 1
Факел Революции - 1
Небесная улица - 1
Коченёвская улица - 1
Общежитие музыкальной школы - 1
Хлебопекарня - 1
Красноярское время - 1
оз. Песчанный Залив (сол.) - 1
Калачинский район - 1
Сибирский федеральный округ - 1
Кольцовская городская библиотека - 1
Почта России 630900 - 1
зао*тара* - 1
Кадастровая палата - 1
Бассейн СО РАН - 1
Сибирский бочонок - 1
Хозяйственные постройки - 1
парковка  - 1
Склады - 1
улица Мусоргского - 1
Кулинария - 1
СТО Скорость - 1
Зюзя - 1
Мостовой переулок - 1
улица Телевышка - 1
улица Русакова - 1
Связист - 1
Флотская улица - 1
УФМС России Кировское отделение - 1
2752 км - 1
Диспетчерская улица - 1
Песчаное Озеро - 1
Академия стандартизации, метрологии и сертификации - 1
Сиб Риэлт - 1
Старое стрельбище - 1
Дет. сад - 1
Автобус 1264 - 1
Доронино - 1
Барабинская ТЭЦ - 1
переулок Давыдовского - 1
Гравийный переулок - 1
Ульяновский переулок - 1
Салон красоты - 1
492,6 - 1
центральный - 1
�?ка - 1
улица 20-го Партсъезда - 1
Кузнецкая улица - 1
Золотая Горка - 1
Вторчермет - 1
оз.Баксонское - 1
микрорайон Молодежный - 1
Детский сад № 172 "Сказка" - 1
Новосибирский Н�?�? туберкулеза - 1
озеро Лесное - 1
Ароматный мир - 1
Озеро узунсор - 1
река Черная - 1
Школа №92 - 1
Школа №91 - 1
Школа №94 - 1
ГСК "Звезда" - 1
Первомаец, клуб спортивных единоборств - 1
Школа №98 - 1
"На посту" - 1
Школа №97 - 1
3-й Ставропольский переулок - 1
Школа №99 - 1
Пропускная - 1
Тармакуль - 1
оз. Космолинское - 1
Береговой квартал - 1
Мартовский сельсовет - 1
Управление по регистрации прав на недвижимость - 1
Паровоз "Проворный" - 1
Томский заказник - 1
Евдашкино - 1
оз. Глухое - 1
Верх-�?ча - 1
муниципальная сеть - 1
Хабарское ДРСУ - 1
ЖК Европейский берег - 1
Жизнь - 1
TP13299 - 1
TP13290 - 1
Мало-Суминская улица - 1
TP13292 - 1
Детский сад №343 "Аленушка" - 1
Башня Фуко Новосибирского планетария - 1
ПГК "Мотор �?МЗ" - 1
Табулгинский - 1
Центр Технологического Обеспечения Академпарка - 1
Комарьевский сельсовет - 1
оз. Коровье - 1
Радиостанция Вектор Татарск 103.4 FM - 1
АЗС �?сток - 1
Монолитная - 1
Крещенское - 1
Северная трибуна - 1
ТП №24 - 1
Стройторг - 1
Облепиховая аллея - 1
Садовский сельсовет - 1
Мальцевское сельское поселение - 1
ул. Демьяна Бедного - 1
Чистоозёрное - 1
1-й Орловский переулок - 1
Самоцветы - 1
Н�?�? Клинической иммунологии СО РАМН - 1
спортивное сооружение (каток) - 1
Пичугово - 1
никитина 152а - 1
Административная улица - 1
никитина 152б - 1
Термоопт. Склады - 1
Диана - 1
�?нструмент - 1
Улуцк - 1
Администрация Кудельно-ключевского Сельсовета - 1
озеро Канаш - 1
Дмитриевская улица - 1
Слободка - 1
Автошкола "Алые паруса" - 1
Школа №50 - 1
улица Животноводов - 1
Школа №52 - 1
Школа №51 - 1
Школа №53 - 1
Школа №56 - 1
Школа №58 - 1
Школа №57 - 1
Школа №49 - 1
Школа №48 - 1
Посёлок Железнодорожный - 1
Приволье - 1
Руян - 1
TP4624 - 1
3-я улица Новосёлов - 1
Стадион "Сибсельмаш" - 1
Детский сад №14 "Алёнка" - 1
7-й Трикотажный переулок - 1
Сауна - 1
Черноморская улица - 1
Школа №60 - 1
бол. Малое Полойское - 1
оз. Барчин - 1
"Живое пиво" - 1
Школа №65 - 1
Школа №64 - 1
переулок Монтажников - 1
Брод - 1
Школа №67 - 1
2-й переулок Успенского - 1
Школа №66 - 1
Школа №69 - 1
Каспий - 1
Бутырская улица - 1
Школа №59 - 1
Склад готовой продукции ЧЗСМ - 1
пост ДПС - 1
оз. Хомутинка - 1
Ленинский переулок - 1
ТП №15 - 1
Снос - 1
Посуда-Центр - 1
Смоленка - 1
Ратек склад - 1
ул. Дзержинского - 1
2-я �?звестковая улица - 1
Школа №72 - 1
Школа №71 - 1
Школа №74 - 1
Усть-Алеус - 1
Дворец культуры - 1
Юргинский район - 1
Школа №75 - 1
Культовары - 1
Новоромановское сельское поселение - 1
Школа №78 - 1
Школа №77 - 1
МиниКвартал - 1
3-й Трикотажный переулок - 1
Ферганская улица - 1
Плющихинский жилмассив - 1
Аптечный переулок - 1
Новосибирская областная детская библиотека им. А. М. Горького - 1
Анаконда - 1
Андреевская улица - 1
Холидей-Классик - 1
Школа №82 - 1
ВОДЧ-5 - 1
Гостиница цирка - 1
630017 - 1
Школа №87 - 1
ЖК Корона - 1
Школа №86 - 1
тропинка академика �?.Н. Векуа - 1
Школа №89 - 1
Гусельниково - 1
Бочкаревка - 1
Заправочная - 1
Коммунстроевский проезд - 1
7 Цветов - 1
переулок Осипенко - 1
Завод редких металлов - 1
ГСК "Жемчужина" - 1
79 км - 1
Хованская улица - 1
магазин "Елена" - 1
Швейка - 1
Добрянка - 1
Торговый дом «Калининский» - 1
Кудряшёвский бор - 1
Свалка ЖБО - 1
Детский сад №38 "Вдохновение" - 1
Депутатская - 1
2 (14-23) - 1
автотурист - 1
о. Шулдиков - 1
Домашние двери - 1
бывшее здание школы №1 - 1
Сервалы, оцелоты, виверровые кошки - 1
Кафедра БЖ - 1
Юрга - 1
Школа №21 - 1
Школа №20 - 1
Школа №23 - 1
Школа №25 - 1
Школа №24 - 1
улица Можайского - 1
Школа №16 - 1
Таймаут - 1
Школа №15 - 1
Воздвиженка - 1
Школа №18 - 1
Маршрутное такси 364 - 1
Кайгач - 1
Школа №17 - 1
ГСК "Энергия" - 1
Школа №19 - 1
Центральная 66 - 1
Новая Качемка - 1
оз. �?рбаново (сол.) - 1
ТД "Логос" - 1
Бакчарский район - 1
Бирюзовая улица - 1
Парк дома культуры "Сибтекстильмаш" - 1
�?К-21 - 1
подъезд к Витебску - 1
Школа №30 - 1
Школа №32 - 1
Школа №31 - 1
Школа №34 - 1
С�?ЗО-2 ГУФС�?Н РФ - 1
Школа №27 - 1
Школа №28 - 1
Новогеоргиевка - 1
Лебедевский - 1
Ягуары - 1
Офисный центр СТАНДАРТ - 1
Портос - 1
Музей железнодорожной техники и автомобилей - 1
Уголок Святого Патрика - 1
Детский сад №249 "Колобок" - 1
МАПП Сулу-Агаш - 1
Автобус №52 Цветной проезд - �?КЭМ - 1
Мебельная фурнитура - 1
Школа №41 - 1
Школа №40 - 1
Сивашская улица - 1
Остановочная Платформа 2997 км Мошкарь - 1
Школа №45 - 1
72 км - 1
Школа №46 - 1
ЖСК "Олимп" - 1
Болотное — Дивинка - 1
Западно-Сибирская Киностудия - 1
подъезд к Боровому - 1
оз. Батюково - 1
Остановочная Платформа 3046 км Новогутово - 1
Барышевская - 1
Разбойная - 1
9-й Порт-Артурский переулок - 1
4-й Тихвинский переулок - 1
Глухой пруд - 1
улица Лесозавод 1/2 - 1
Дет. сад №3 - 1
Дет. сад №4 - 1
Бол. Хмелевка - 1
Будка (возможно, водонасосная) - 1
Серп �? Молот - 1
Дет. сад №1 - 1
МЕДТРАНС 1 - 1
Мелкие и средние кошачьи - 1
Маслянинская улица - 1
Баганский район - 1
Банк Райффайзен - 1
Мистер Schkaff - 1
о. Лежан - 1
улица Артемьева - 1
Зеленая роща - 1
оз.Казатово - 1
улица Набережная Плющихи - 1
Мостовское кладбище - 1
Ворота с проходной - 1
Мир спорта - 1
Семафорная улица - 1
6-й Гэсстроевский переулок - 1
Новоульяновское - 1
Белореченская улица - 1
Максимус арбалетный тир - 1
электросеть - 1
Пашинская врачебная амбулатория - 1
С�?ЗО №1 - 1
2-я улица Союза Молодёжи - 1
Детский сад №378 "Золотой ключик" - 1
ЭКСПЕРТ - 1
Бурлинский район - 1
Митиха - 1
Гревтас - 1
улица Виталия Красникова - 1
Толмачёвский сельсовет - 1
клуб Ferrum - 1
У Сергея - 1
Пышечная - 1
Юргинский танковый полигон - 1
Новосибирский Радиотехнический колледж (ФГОУ СПО НРТК) - 1
Аэровокзал Новосибирск Северный - 1
Роснефть - 1
Новосибирский планетарий - 1
Кордонский сельсовет - 1
Аполиха - 1
Башни Казымского острога - 1
Свежие фрукты - 1
Бульвар Победы - 1
Сенчанка - 1
Бурмистрово - 1
trail - 1
бол. Сухой Ракит - 1
Геологоразведочный техникум - 1
Бугриночка - 1
Дачное шоссе - 1
354 Военный клинический госпиталь, Филиал №8 - 1
улица Гнесиных - 1
Автозапчасти 24 часа - 1
Подстанция «Татарская» - 1
Богдатское (Круглое) - 1
Куликовское — Дубрава - 1
Церковь Андрея Первозванного - 1
Бараба - 1
Однажды в Америке - 1
переулок Перовского - 1
Детский лагерь Солнечная поляна - 1
АЗС Гарантия - 1
Центральная ул. - 1
Маршрутное такси №1107 - 1
Марусинское кладбище - 1
Старый Елбак - 1
СТ Автомобилист - 1
оз. Лаврентьево - 1
Никто не забыт, ничто не забыто. - 1
Хлебная столица - 1
Светлая Поляна - 1
Даурская улица - 1
11-й Бронный переулок - 1
Театр Кукол - 1
Чекиаул - 1
Волкодаевка - 1
трамвай 9: ТЭЦ-2 => Молкомбинат - 1
Океан - 1
Мошковский район - 1
Дорожная - 1
Алеутская улица - 1
ТК Сибирь - 1
StrikeBall area - 1
Молодёжная 24/1 - 1
протока Бибеевская - 1
Жанакурлыс - 1
Автокомплекс СибАвто - 1
Кривояшинская школа - 1
оз. Бергуль - 1
Автодиагностика54 - 1
Аква-парк - 1
Новопреображенка - 1
подъезд к Сарачевке - 1
Нефтебаза "Красный Яр" - 1
автомойка - 1
Осенний - 1
Мрия - 1
площадка осмотра Г�?БДД - 1
Дом Радио - 1
ФЕН�?КС - 1
Магаданская улица - 1
озеро Зимняк - 1
Почта России 633102 - 1
ГСК Культура - 1
АВТО-1 - 1
оз. Московское - 1
улица Науки - 1
оз.Каяцкое - 1
Блюдцы - 1
Новодоволенский - 1
Газпромнефть АЗС №150 - 1
Дворец культуры им.В.В. Куйбышева - 1
Uy basin - 1
Никоново - 1
Малая улица Плеханова - 1
урочище Новая Деревня - 1
о. Атамановский - 1
Новосибирский областной противотуберкулёзный диспансер №3 - 1
Почта России 633103 - 1
Зелёные купола - 1
Подольская улица - 1
Государственная лотерея "Победа" - 1
Хорошинский сельсовет - 1
Вилка-Ложка - 1
ЗАГС Болотнинского района - 1
Главное бюро Медико-Социальной Экспертизы по Новосибирской области - 1
Кузнецкий - 1
Кирекское озеро - 1
93 км - 1
Алуштинская улица - 1
Усть-Тарка - 1
переулок Автушенко - 1
Карпатская улица - 1
улица Урманова - 1
Первый переулок - 1
Привоз - 1
оз. Шубино - 1
Газпромнефть АЗС №132 - 1
Болотнинский район - 1
Скотомогильник - 1
Новокиевка - 1
Бердское кладбище - 1
TJ Collection - 1
Мошковский РОВД - 1
ТЦ «Маяк» - 1
улица Тухачевского - 1
Поваренка - 1
Колбиха - 1
улица Серебряные Ключи - 1
Якитория - 1
улица Макарова - 1
Газпромнефть АЗС №121 - 1
Школа № 4 - 1
Бердская аптека - 1
Приставы - 1
Ruby Wine Bar, бар - 1
пиво - 1
ДК не достроенный - 1
Филоново - 1
Новородниковый - 1
СибДвери - 1
Воинам - 1
Детский сад №465 "Золушка" - 1
Согорное - 1
Учебный спортивно-оздоровительный комплекс - 1
Новотырышкино - 1
Спасо-Зашиверская церковь - 1
Каролина - 1
Садовое общество Солнечное - 1
Школа № 1 - 1
оз.Трошино - 1
Школа № 3 - 1
Школа № 2 - 1
улица 6-й квартал - 1
Аптека №255 - 1
Белая техника - 1
Бакейка - 1
о.Кобылий - 1
Шилово-Курья - 1
Магазин Зеленый остров - 1
Администрация Ордынского района - 1
детский сад Орлёнок - 1
Стеклянное - 1
Сквер им. Гагарина - 1
Кино Сити - 1
озеро Галютиха - 1
ГАУСО НСО «Маслянинский комплексный социально-оздоровительный центр» - 1
Боровик - 1
АЗГС  АГНКС-3 - 1
4-я Андреевская улица - 1
оз. Согорное - 1
Дупленская средняя школа - 1
Паровоз - 1
У Шмаковых - 1
Воскресная школа - 1
ПЧ-72 ФГКУ "4 отряд ФПС по Новосибирской области" - 1
улица Гаранина - 1
УВД Заельцовского района - 1
Центр реабилитации Ортос - 1
Дамба (насыпь) - 1
НГТУ 1 корпус - 1
Барабинский район - 1
переулок Азолина - 1
Златоустовская улица - 1
НПХ Краснозерское - 1
ВЛ 534 (ПС «Барабинская» - ПС «Таврическая») - 1
ГК Юрманка - 1
4-й переулок Мира - 1
Ресторан Дома учёных СО РАН - 1
Зеленхозовская улица - 1
Рыбное - 1
Комендантка - 1
улица Кароча - 1
1-й Бронный переулок - 1
Хинганский переулок - 1
Первомайское - 1
Новотроицкий сельсовет - 1
Казахстан - 1
Тунгузка - 1
ДОЛ Юбилейный - 1
Рябинка - 1
Детский сад Колосок - 1
г. Сурича - 1
Кульча - 1
улица Николая Кудрина - 1
Новоотрубное - 1
улица Надсона - 1
Падунская улица - 1
Корпус 1 санатория Озеро-Карачи - 1
Батарейная улица - 1
Клитенка - 1
Гумёнка - 1
Старая триангуляционная вышка - 1
Детский автогородок - 1
�?мпульс - 1
Окей - 1
Верх-Мильтюшинский сельсовет - 1
улица Лесная Поляна - 1
Ситовка 5-я - 1
Корюшка - 1
СТО Йокогама - 1
оз. �?ваново - 1
Трудовая - 1
улица М. Баркова - 1
газоил - 1
РЦ СФО по РП БЖ - 1
Кафэ "Уютное" - 1
Полевой переулок - 1
урочище Покровка - 1
Космос - 1
Федоровка - 1
2-я скорая - 1
Усть-Таркский район - 1
Северное озеро - 1
Развилка - 1
ГРС - 1
Жилмассив Современник - 1
ТЦ «Александровский» - 1
Дунаевка - 1
Вега - 1
оз. Весёлое - 1
АЗС №134 - 1
ростелеком - 1
Столица - 1
�?нская — Барышево — 39 км а/д «К-19р» (в гр. района) - 1
Золотистый переулок - 1
Колобово - 1
Среднеичинский - 1
улица Зонова - 1
Светлый переулок - 1
Сибирцево 2-е - 1
оз.Каяк - 1
Торговый центр «Бонанза» - 1
ГСК "Донской" - 1
Администрация поселка Линево - 1
Мокруша - 1
оз. Конево - 1
с/о Березка - 1
МЖК Восточный - 1
Академгородок - 1
Дружная - 1
Клочковский сельсовет - 1
оз. Чулым - 1
Центр финансовых технологий - 1
Районный узел связи - 1
ТЦ "Кристалл" - 1
Труба - 1
Администрация Тогучинского района - 1
УВД Дзержинского района - 1
Контора - 1
НГМУ Морфологический корпус (сгоревший в 2005-м) - 1
ГУ МЧС России по Новосибирской области - 1
Кучукский сельсовет - 1
7-я улица - 1
улица Содружества - 1
Старопесчаное - 1
Фролиха - 1
Муромцевский район - 1
TP13164 - 1
Пролетарский переулок - 1
Ольховская улица - 1
Данилово озеро - 1
TP13167 - 1
Разваливающаяся скотоводческая ферма - 1
Купинский район - 1
баксон - 1
МРЭО Центрального района - 1
Мороженое �?нмарко - 1
АЗС Норд-Нск - 1
Малышок - 1
Бизнес-центр «Кронос» - 1
Кулындинское - 1
оз. Ломское - 1
Магазин Аккумуляторов - 1
Навальный переулок - 1
TP13175 - 1
Большой Оеш - 1
урочище Тульское - 1
Лига пресс - 1
Шилово - 1
Пензенская улица - 1
ТЦ Метро - 1
Остановочная Платформа Отгонка - 1
TP13173 - 1
супермаркет "Горожанка" - 1
Мелкие кошки - 1
Солнечная Поляна - 1
Сладкоежка - 1
подъезд к Бурлихе - 1
Детский сад "Сказка" - 1
ТСЖ «Солнечный» - 1
оз. Барсучье - 1
Старый филин - 1
Транссибирская магистраль (чётное направление) - 1
Сибирский Научно-исследовательский институт авиации им С. А. Чаплыгина - 1
Центр развития творчества детей и юношества - 1
Убинский аэродром - 1
Евросиб-Терминал - 1
Казармы - 1
1-я �?нская улица - 1
Аэродром Мочище - 1
Тартасская улица - 1
Семейная улица - 1
Бровничи - 1
Базово - 1
улица 1-й квартал - 1
Ревунка - 1
Anna - 1
Стройка - 1
Эдем - 1
оз. Бакланино - 1
